time,cpu_usage,active_workers,queue_len
11130,100,5,275
11140,100,5,275
11150,100,5,275
11160,100,5,275
11170,100,5,275
11180,100,5,276
11190,100,5,276
11200,100,5,277
11210,100,5,277
11220,100,5,277
11230,100,5,277
11240,100,5,277
11250,100,5,277
11260,100,5,278
11270,100,5,278
11280,100,5,279
11290,100,5,279
11300,100,5,280
11310,100,5,280
11320,100,5,280
11330,100,5,280
11340,100,5,280
11350,100,5,280
11360,100,5,280
11370,100,5,280
11380,100,5,281
11390,100,5,281
11400,100,5,282
11410,100,5,282
11420,100,5,282
11430,100,5,282
11440,100,5,282
11450,100,5,282
11460,100,5,283
11470,100,5,283
11480,100,5,284
11490,100,5,284
11500,100,5,285
11510,100,5,285
11520,100,5,285
11530,100,5,285
11540,100,5,285
11550,100,5,285
11560,100,5,285
11570,100,5,285
11580,100,5,286
11590,100,5,286
11600,100,5,287
11610,100,5,287
11620,100,5,287
11630,100,5,287
11640,100,5,287
11650,100,5,287
11660,100,5,288
11670,100,5,288
11680,100,5,289
11690,100,5,289
11700,100,5,290
11710,100,5,290
11720,100,5,290
11730,100,5,290
11740,100,5,290
11750,100,5,290
11760,100,5,290
11770,100,5,290
11780,100,5,291
11790,100,5,291
11800,100,5,292
11810,100,5,292
11820,100,5,292
11830,100,5,292
11840,100,5,292
11850,100,5,292
11860,100,5,293
11870,100,5,293
11880,100,5,294
11890,100,5,294
11900,100,5,295
11910,100,5,295
11920,100,5,295
11930,100,5,295
11940,100,5,295
11950,100,5,295
11960,100,5,295
11970,100,5,295
11980,100,5,296
11990,100,5,296
12000,100,5,297
12010,100,5,297
12020,100,5,297
12030,100,5,297
12040,100,5,297
12050,100,5,297
12060,100,5,298
12070,100,5,298
12080,100,5,299
12090,100,5,299
12100,100,5,300
12110,100,5,300
12120,100,5,300
12130,100,5,300
12140,100,5,300
12150,100,5,300
12160,100,5,300
12170,100,5,300
12180,100,5,301
12190,100,5,301
12200,100,5,302
12210,100,5,302
12220,100,5,302
12230,100,5,302
12240,100,5,302
12250,100,5,302
12260,100,5,303
12270,100,5,303
12280,100,5,304
12290,100,5,304
12300,100,5,305
12310,100,5,305
12320,100,5,305
12330,100,5,305
12340,100,5,305
12350,100,5,305
12360,100,5,305
12370,100,5,305
12380,100,5,306
12390,100,5,306
12400,100,5,307
12410,100,5,307
12420,100,5,307
12430,100,5,307
12440,100,5,307
12450,100,5,307
12460,100,5,308
12470,100,5,308
12480,100,5,309
12490,100,5,309
12500,100,5,310
12510,100,5,310
12520,100,5,310
12530,100,5,310
12540,100,5,310
12550,100,5,310
12560,100,5,310
12570,100,5,310
12580,100,5,311
12590,100,5,311
12600,100,5,312
12610,100,5,312
12620,100,5,312
12630,100,5,312
12640,100,5,312
12650,100,5,312
12660,100,5,313
12670,100,5,313
12680,100,5,314
12690,100,5,314
12700,100,5,315
12710,100,5,315
12720,100,5,315
12730,100,5,315
12740,100,5,315
12750,100,5,315
12760,100,5,315
12770,100,5,315
12780,100,5,316
12790,100,5,316
12800,100,5,317
12810,100,5,317
12820,100,5,317
12830,100,5,317
12840,100,5,317
12850,100,5,317
12860,100,5,318
12870,100,5,318
12880,100,5,319
12890,100,5,319
12900,100,5,320
12910,100,5,320
12920,100,5,320
12930,100,5,320
12940,100,5,320
12950,100,5,320
12960,100,5,320
12970,100,5,320
12980,100,5,321
12990,100,5,321
13000,100,5,322
13010,100,5,322
13020,100,5,322
13030,100,5,322
13040,100,5,322
13050,100,5,322
13060,100,5,323
13070,100,5,323
13080,100,5,324
13090,100,5,324
13100,100,5,325
13110,100,5,325
13120,100,5,325
13130,100,5,325
13140,100,5,325
13150,100,5,325
13160,100,5,325
13170,100,5,325
13180,100,5,326
13190,100,5,326
13200,100,5,327
13210,100,5,327
13220,100,5,327
13230,100,5,327
13240,100,5,327
13250,100,5,327
13260,100,5,328
13270,100,5,328
13280,100,5,329
13290,100,5,329
13300,100,5,330
13310,100,5,330
13320,100,5,330
13330,100,5,330
13340,100,5,330
13350,100,5,330
13360,100,5,330
13370,100,5,330
13380,100,5,331
13390,100,5,331
13400,100,5,332
13410,100,5,332
13420,100,5,332
13430,100,5,332
13440,100,5,332
13450,100,5,332
13460,100,5,333
13470,100,5,333
13480,100,5,334
13490,100,5,334
13500,100,5,335
13510,100,5,335
13520,100,5,335
13530,100,5,335
13540,100,5,335
13550,100,5,335
13560,100,5,335
13570,100,5,335
13580,100,5,336
13590,100,5,336
13600,100,5,337
13610,100,5,337
13620,100,5,337
13630,100,5,337
13640,100,5,337
13650,100,5,337
13660,100,5,338
13670,100,5,338
13680,100,5,339
13690,100,5,339
13700,100,5,340
13710,100,5,340
13720,100,5,340
13730,100,5,340
13740,100,5,340
13750,100,5,340
13760,100,5,340
13770,100,5,340
13780,100,5,341
13790,100,5,341
13800,100,5,342
13810,100,5,342
13820,100,5,342
13830,100,5,342
13840,100,5,342
13850,100,5,342
13860,100,5,343
13870,100,5,343
13880,100,5,344
13890,100,5,344
13900,100,5,345
13910,100,5,345
13920,100,5,345
13930,100,5,345
13940,100,5,345
13950,100,5,345
13960,100,5,345
13970,100,5,345
13980,100,5,346
13990,100,5,346
14000,100,5,347
14010,100,5,347
14020,100,5,347
14030,100,5,347
14040,100,5,347
14050,100,5,347
14060,100,5,348
14070,100,5,348
14080,100,5,349
14090,100,5,349
14100,100,5,350
14110,100,5,350
14120,100,5,350
14130,100,5,350
14140,100,5,350
14150,100,5,350
14160,100,5,350
14170,100,5,350
14180,100,5,351
14190,100,5,351
14200,100,5,352
14210,100,5,352
14220,100,5,352
14230,100,5,352
14240,100,5,352
14250,100,5,352
14260,100,5,353
14270,100,5,353
14280,100,5,354
14290,100,5,354
14300,100,5,355
14310,100,5,355
14320,100,5,355
14330,100,5,355
14340,100,5,355
14350,100,5,355
14360,100,5,355
14370,100,5,355
14380,100,5,356
14390,100,5,356
14400,100,5,357
14410,100,5,357
14420,100,5,357
14430,100,5,357
14440,100,5,357
14450,100,5,357
14460,100,5,358
14470,100,5,358
14480,100,5,359
14490,100,5,359
14500,100,5,360
14510,100,5,360
14520,100,5,360
14530,100,5,360
14540,100,5,360
14550,100,5,360
14560,100,5,360
14570,100,5,360
14580,100,5,361
14590,100,5,361
14600,100,5,362
14610,100,5,362
14620,100,5,362
14630,100,5,362
14640,100,5,362
14650,100,5,362
14660,100,5,363
14670,100,5,363
14680,100,5,364
14690,100,5,364
14700,100,5,365
14710,100,5,365
14720,100,5,365
14730,100,5,365
14740,100,5,365
14750,100,5,365
14760,100,5,365
14770,100,5,365
14780,100,5,366
14790,100,5,366
14800,100,5,367
14810,100,5,367
14820,100,5,367
14830,100,5,367
14840,100,5,367
14850,100,5,367
14860,100,5,368
14870,100,5,368
14880,100,5,369
14890,100,5,369
14900,100,5,370
14910,100,5,370
14920,100,5,370
14930,100,5,370
14940,100,5,370
14950,100,5,370
14960,100,5,370
14970,100,5,370
14980,100,5,371
14990,100,5,371
15000,100,5,372
15010,100,5,372
15020,100,5,372
15030,100,5,372
15040,100,5,372
15050,100,5,372
15060,100,5,373
15070,100,5,373
15080,100,5,374
15090,100,5,374
15100,100,5,375
15110,100,5,375
15120,100,5,375
15130,100,5,375
15140,100,5,375
15150,100,5,375
15160,100,5,375
15170,100,5,375
